RPS,Ion,,Expected downtime (days),,,,,,,,,Ion,RPS,Expected downtime (days),Availability,,,
s_parts=167,s_parts=2,405722.0306,405.7220306,,,,,,,,,2,167,405.7220306,97.22%,,,
s_parts=166,s_parts=2,405722.0308,405.7220308,,,,,,,,,2,166,405.7220308,97.22%,,,
s_parts=165,s_parts=2,405722.0311,405.7220311,,,,,,,,,2,165,405.7220311,97.22%,,,
s_parts=164,s_parts=2,405722.0316,405.7220316,,,,,,,,,2,164,405.7220316,97.22%,,,
s_parts=163,s_parts=2,405722.0324,405.7220324,,,,,,,,,2,163,405.7220324,97.22%,,,
s_parts=162,s_parts=2,405722.0337,405.7220337,,,,,,,,,2,162,405.7220337,97.22%,,,
s_parts=161,s_parts=2,405722.0359,405.7220359,,,,,,,,,2,161,405.7220359,97.22%,,,
s_parts=160,s_parts=2,405722.0394,405.7220394,,,,,,,,,2,160,405.7220394,97.22%,,,
s_parts=159,s_parts=2,405722.0451,405.7220451,,,,,,,,,2,159,405.7220451,97.22%,,,
s_parts=158,s_parts=2,405722.0542,405.7220542,,,,,,,,,2,158,405.7220542,97.22%,,,
s_parts=157,s_parts=2,405722.0686,405.7220686,,,,,,,,,2,157,405.7220686,97.22%,,,
s_parts=156,s_parts=2,405722.0915,405.7220915,,,,,,,,,2,156,405.7220915,97.22%,,,
s_parts=155,s_parts=2,405722.1274,405.7221274,,,,,,,,,2,155,405.7221274,97.22%,,,
s_parts=154,s_parts=2,405722.1835,405.7221835,,,,,,,,,2,154,405.7221835,97.22%,,,
s_parts=153,s_parts=2,405722.2706,405.7222706,,,,,,,,,2,153,405.7222706,97.22%,,,
s_parts=152,s_parts=2,405722.4049,405.7224049,,,,,,,,,2,152,405.7224049,97.22%,,,
s_parts=151,s_parts=2,405722.6106,405.7226106,,,,,,,,,2,151,405.7226106,97.22%,,,
s_parts=150,s_parts=2,405722.9237,405.7229237,,,,,,,,,2,150,405.7229237,97.22%,,,
s_parts=149,s_parts=2,405723.3973,405.7233973,,,,,,,,,2,149,405.7233973,97.22%,,,
s_parts=148,s_parts=2,405724.109,405.724109,,,,,,,,,2,148,405.724109,97.22%,,,
s_parts=147,s_parts=2,405725.1716,405.7251716,,,,,,,,,2,147,405.7251716,97.22%,,,
s_parts=146,s_parts=2,405726.7476,405.7267476,,,,,,,,,2,146,405.7267476,97.22%,,,
s_parts=145,s_parts=2,405729.0699,405.7290699,,,,,,,,,2,145,405.7290699,97.22%,,,
s_parts=144,s_parts=2,405732.4693,405.7324693,,,,,,,,,2,144,405.7324693,97.22%,,,
s_parts=143,s_parts=2,405737.4124,405.7374124,,,,,,,,,2,143,405.7374124,97.22%,,,
s_parts=142,s_parts=2,405744.5526,405.7445526,,,,,,,,,2,142,405.7445526,97.22%,,,
s_parts=141,s_parts=2,405754.7976,405.7547976,,,,,,,,,2,141,405.7547976,97.22%,,,
s_parts=140,s_parts=2,405769.3988,405.7693988,,,,,,,,,2,140,405.7693988,97.22%,,,
s_parts=139,s_parts=2,405790.0685,405.7900685,,,,,,,,,2,139,405.7900685,97.22%,,,
s_parts=138,s_parts=2,405819.1307,405.8191307,,,,,,,,,2,138,405.8191307,97.22%,,,
s_parts=137,s_parts=2,405859.7158,405.8597158,,,,,,,,,2,137,405.8597158,97.22%,,,
s_parts=136,s_parts=2,405916.0058,405.9160058,,,,,,,,,2,136,405.9160058,97.22%,,,
s_parts=135,s_parts=2,405993.5433,405.9935433,,,,,,,,,2,135,405.9935433,97.22%,,,
s_parts=134,s_parts=2,406099.6143,406.0996143,,,,,,,,,2,134,406.0996143,97.22%,,,
s_parts=133,s_parts=2,406243.7177,406.2437177,,,,,,,,,2,133,406.2437177,97.22%,,,
s_parts=132,s_parts=2,406438.1342,406.4381342,,,,,,,,,2,132,406.4381342,97.22%,,,
s_parts=131,s_parts=2,406698.6069,406.6986069,,,,,,,,,2,131,406.6986069,97.21%,,,
s_parts=130,s_parts=2,407045.1455,407.0451455,,,,,,,,,2,130,407.0451455,97.21%,,,
s_parts=129,s_parts=2,407502.962,407.502962,,,,,,,,,2,129,407.502962,97.21%,,,
s_parts=128,s_parts=2,408103.5436,408.1035436,,,,,,,,,2,128,408.1035436,97.20%,,,
s_parts=127,s_parts=2,408885.8643,408.8858643,,,,,,,,,2,127,408.8858643,97.20%,,,
s_parts=126,s_parts=2,409897.7275,409.8977275,,,,,,,,,2,126,409.8977275,97.19%,,,
s_parts=125,s_parts=2,411197.2252,411.1972252,,,,,,,,,2,125,411.1972252,97.18%,,,
s_parts=124,s_parts=2,412854.2902,412.8542902,,,,,,,,,2,124,412.8542902,97.17%,,,
s_parts=123,s_parts=2,414952.3039,414.9523039,,,,,,,,,2,123,414.9523039,97.16%,,,
s_parts=122,s_parts=2,417589.7113,417.5897113,,,,,,,,,2,122,417.5897113,97.14%,,,
s_parts=121,s_parts=2,420881.5827,420.8815827,,,,,,,,,2,121,420.8815827,97.12%,,,
s_parts=120,s_parts=2,424961.0454,424.9610454,,,,,,,,,2,120,424.9610454,97.09%,,,
s_parts=104,s_parts=10,425898.6413,425.8986413,,,,,,,,,10,104,425.8986413,97.08%,,,
s_parts=104,s_parts=9,425898.8321,425.8988321,,,,,,,,,9,104,425.8988321,97.08%,,,
s_parts=104,s_parts=8,425900.8727,425.9008727,,,,,,,,,8,104,425.9008727,97.08%,,,
s_parts=104,s_parts=7,425920.758,425.920758,,,,,,,,,7,104,425.920758,97.08%,,,
s_parts=104,s_parts=6,426095.5973,426.0955973,,,,,,,,,6,104,426.0955973,97.08%,,,
s_parts=104,s_parts=5,427466.8078,427.4668078,,,,,,,,,5,104,427.4668078,97.07%,,,
s_parts=119,s_parts=2,429980.5022,429.9805022,,,,,,,,,2,119,429.9805022,97.05%,,,
s_parts=118,s_parts=2,436112.5388,436.1125388,,,,,,,,,2,118,436.1125388,97.01%,,,
s_parts=104,s_parts=4,436923.2315,436.9232315,,,,,,,,,4,104,436.9232315,97.01%,,,
s_parts=105,s_parts=3,441625.1602,441.6251602,,,,,,,,,3,105,441.6251602,96.98%,,,
s_parts=117,s_parts=2,443550.4208,443.5504208,,,,,,,,,2,117,443.5504208,96.96%,,,
s_parts=116,s_parts=2,452508.0781,452.5080781,,,,,,,,,2,116,452.5080781,96.90%,,,
s_parts=115,s_parts=2,463219.4787,463.2194787,,,,,,,,,2,115,463.2194787,96.83%,,,
s_parts=114,s_parts=2,475937.3066,475.9373066,,,,,,,,,2,114,475.9373066,96.74%,,,
s_parts=103,s_parts=10,483837.7114,483.8377114,,,,,,,,,10,103,483.8377114,96.69%,,,
s_parts=103,s_parts=9,483837.8957,483.8378957,,,,,,,,,9,103,483.8378957,96.69%,,,
s_parts=103,s_parts=8,483839.8736,483.8398736,,,,,,,,,8,103,483.8398736,96.69%,,,
s_parts=103,s_parts=7,483859.2006,483.8592006,,,,,,,,,7,103,483.8592006,96.69%,,,
s_parts=103,s_parts=6,484029.624,484.029624,,,,,,,,,6,103,484.029624,96.68%,,,
s_parts=103,s_parts=5,485370.2436,485.3702436,,,,,,,,,5,103,485.3702436,96.68%,,,
s_parts=113,s_parts=2,490930.877,490.930877,,,,,,,,,2,113,490.930877,96.64%,,,
s_parts=104,s_parts=3,493235.037,493.235037,,,,,,,,,3,104,493.235037,96.62%,,,
s_parts=103,s_parts=4,494644.8205,494.6448205,,,,,,,,,4,103,494.6448205,96.61%,,,
s_parts=112,s_parts=2,508483.2467,508.4832467,,,,,,,,,2,112,508.4832467,96.52%,,,
s_parts=111,s_parts=2,528887.5131,528.8875131,,,,,,,,,2,111,528.8875131,96.38%,,,
s_parts=102,s_parts=10,547207.1813,547.2071813,,,,,,,,,10,102,547.2071813,96.25%,,,
s_parts=102,s_parts=9,547207.359,547.207359,,,,,,,,,9,102,547.207359,96.25%,,,
s_parts=102,s_parts=8,547209.2703,547.2092703,,,,,,,,,8,102,547.2092703,96.25%,,,
s_parts=102,s_parts=7,547228.0035,547.2280035,,,,,,,,,7,102,547.2280035,96.25%,,,
s_parts=102,s_parts=6,547393.7135,547.3937135,,,,,,,,,6,102,547.3937135,96.25%,,,
s_parts=102,s_parts=5,548701.5587,548.7015587,,,,,,,,,5,102,548.7015587,96.24%,,,
s_parts=103,s_parts=3,550054.736,550.054736,,,,,,,,,3,103,550.054736,96.23%,,,
s_parts=110,s_parts=2,552442.3306,552.4423306,,,,,,,,,2,110,552.4423306,96.22%,,,
s_parts=102,s_parts=4,557780.5597,557.7805597,,,,,,,,,4,102,557.7805597,96.18%,,,
s_parts=109,s_parts=2,579446.7188,579.4467188,,,,,,,,,2,109,579.4467188,96.03%,,,
s_parts=108,s_parts=2,610194.2797,610.1942797,,,,,,,,,2,108,610.1942797,95.82%,,,
s_parts=102,s_parts=3,612216.6325,612.2166325,,,,,,,,,3,102,612.2166325,95.81%,,,
s_parts=101,s_parts=10,616088.7068,616.0887068,,,,,,,,,10,101,616.0887068,95.78%,,,
s_parts=101,s_parts=9,616088.8774,616.0888774,,,,,,,,,9,101,616.0888774,95.78%,,,
s_parts=101,s_parts=8,616090.7186,616.0907186,,,,,,,,,8,101,616.0907186,95.78%,,,
s_parts=101,s_parts=7,616108.825,616.108825,,,,,,,,,7,101,616.108825,95.78%,,,
s_parts=101,s_parts=6,616269.5404,616.2695404,,,,,,,,,6,101,616.2695404,95.78%,,,
s_parts=101,s_parts=5,617542.5207,617.5425207,,,,,,,,,5,101,617.5425207,95.77%,,,
s_parts=101,s_parts=4,626412.636,626.412636,,,,,,,,,4,101,626.412636,95.71%,,,
s_parts=107,s_parts=2,644966.9847,644.9669847,,,,,,,,,2,107,644.9669847,95.58%,,,
s_parts=101,s_parts=3,679804.2757,679.8042757,,,,,,,,,3,101,679.8042757,95.34%,,,
s_parts=106,s_parts=2,684028.7312,684.0287312,,,,,,,,,2,106,684.0287312,95.31%,,,
s_parts=100,s_parts=10,690511.113,690.511113,,,,,,,,,10,100,690.511113,95.27%,,,
s_parts=100,s_parts=9,690511.2763,690.5112763,,,,,,,,,9,100,690.5112763,95.27%,,,
s_parts=100,s_parts=8,690513.0444,690.5130444,,,,,,,,,8,100,690.5130444,95.27%,,,
s_parts=100,s_parts=7,690530.4938,690.5304938,,,,,,,,,7,100,690.5304938,95.27%,,,
s_parts=100,s_parts=6,690685.9544,690.6859544,,,,,,,,,6,100,690.6859544,95.27%,,,
s_parts=100,s_parts=5,691922.1055,691.9221055,,,,,,,,,5,100,691.9221055,95.26%,,,
s_parts=100,s_parts=4,700570.6431,700.5706431,,,,,,,,,4,100,700.5706431,95.20%,,,
s_parts=105,s_parts=2,727618.9004,727.6189004,,,,,,,,,2,105,727.6189004,95.02%,,,
s_parts=100,s_parts=3,752849.5896,752.8495896,,,,,,,,,3,100,752.8495896,94.84%,,,
s_parts=99,s_parts=10,770449.0745,770.4490745,,,,,,,,,10,99,770.4490745,94.72%,,,
s_parts=99,s_parts=9,770449.2302,770.4492302,,,,,,,,,9,99,770.4492302,94.72%,,,
s_parts=99,s_parts=8,770450.9226,770.4509226,,,,,,,,,8,99,770.4509226,94.72%,,,
s_parts=99,s_parts=7,770467.6885,770.4676885,,,,,,,,,7,99,770.4676885,94.72%,,,
s_parts=99,s_parts=6,770617.6596,770.6176596,,,,,,,,,6,99,770.6176596,94.72%,,,
s_parts=99,s_parts=5,771815.1751,771.8151751,,,,,,,,,5,99,771.8151751,94.71%,,,
s_parts=104,s_parts=2,775946.1694,775.9461694,,,,,,,,,2,104,775.9461694,94.69%,,,
s_parts=99,s_parts=4,780230.252,780.230252,,,,,,,,,4,99,780.230252,94.66%,,,
s_parts=103,s_parts=2,829182.8374,829.1828374,,,,,,,,,2,103,829.1828374,94.32%,,,
s_parts=99,s_parts=3,831331.5256,831.3315256,,,,,,,,,3,99,831.3315256,94.31%,,,
s_parts=98,s_parts=10,855823.3672,855.8233672,,,,,,,,,10,98,855.8233672,94.14%,,,
s_parts=98,s_parts=9,855823.5151,855.8235151,,,,,,,,,9,98,855.8235151,94.14%,,,
s_parts=98,s_parts=8,855825.1296,855.8251296,,,,,,,,,8,98,855.8251296,94.14%,,,
s_parts=98,s_parts=7,855841.1895,855.8411895,,,,,,,,,7,98,855.8411895,94.14%,,,
s_parts=98,s_parts=6,855985.4662,855.9854662,,,,,,,,,6,98,855.9854662,94.14%,,,
s_parts=98,s_parts=5,857142.7267,857.1427267,,,,,,,,,5,98,857.1427267,94.13%,,,
s_parts=98,s_parts=4,865313.4473,865.3134473,,,,,,,,,4,98,865.3134473,94.07%,,,
s_parts=102,s_parts=2,887459.9217,887.4599217,,,,,,,,,2,102,887.4599217,93.92%,,,
s_parts=98,s_parts=3,915176.2518,915.1762518,,,,,,,,,3,98,915.1762518,93.73%,,,
s_parts=97,s_parts=10,946502.7063,946.5027063,,,,,,,,,10,97,946.5027063,93.52%,,,
s_parts=97,s_parts=9,946502.8464,946.5028464,,,,,,,,,9,97,946.5028464,93.52%,,,
s_parts=97,s_parts=8,946504.3813,946.5043813,,,,,,,,,8,97,946.5043813,93.52%,,,
s_parts=97,s_parts=7,946519.717,946.519717,,,,,,,,,7,97,946.519717,93.52%,,,
s_parts=97,s_parts=6,946658.1272,946.6581272,,,,,,,,,6,97,946.6581272,93.52%,,,
s_parts=97,s_parts=5,947773.7258,947.7737258,,,,,,,,,5,97,947.7737258,93.51%,,,
s_parts=101,s_parts=2,950863.2549,950.8632549,,,,,,,,,2,101,950.8632549,93.49%,,,
s_parts=97,s_parts=4,955690.3423,955.6903423,,,,,,,,,4,97,955.6903423,93.45%,,,
s_parts=97,s_parts=3,1004258.892,1004.258892,,,,,,,,,3,97,1004.258892,93.12%,,,
s_parts=100,s_parts=2,1019430.78,1019.43078,,,,,,,,,2,100,1019.43078,93.02%,,,
s_parts=96,s_parts=10,1042307.103,1042.307103,,,,,,,,,10,96,1042.307103,92.86%,,,
s_parts=96,s_parts=9,1042307.235,1042.307235,,,,,,,,,9,96,1042.307235,92.86%,,,
s_parts=96,s_parts=8,1042308.689,1042.308689,,,,,,,,,8,96,1042.308689,92.86%,,,
s_parts=96,s_parts=7,1042323.287,1042.323287,,,,,,,,,7,96,1042.323287,92.86%,,,
s_parts=96,s_parts=6,1042455.695,1042.455695,,,,,,,,,6,96,1042.455695,92.86%,,,
s_parts=96,s_parts=5,1043528.458,1043.528458,,,,,,,,,5,96,1043.528458,92.85%,,,
s_parts=96,s_parts=4,1051182.507,1051.182507,,,,,,,,,4,96,1051.182507,92.80%,,,
s_parts=99,s_parts=2,1093151.187,1093.151187,,,,,,,,,2,99,1093.151187,92.51%,,,
s_parts=96,s_parts=3,1098406.756,1098.406756,,,,,,,,,3,96,1098.406756,92.48%,,,
s_parts=95,s_parts=10,1143012.598,1143.012598,,,,,,,,,10,95,1143.012598,92.17%,,,
s_parts=95,s_parts=9,1143012.722,1143.012722,,,,,,,,,9,95,1143.012722,92.17%,,,
s_parts=95,s_parts=8,1143014.095,1143.014095,,,,,,,,,8,95,1143.014095,92.17%,,,
s_parts=95,s_parts=7,1143027.947,1143.027947,,,,,,,,,7,95,1143.027947,92.17%,,,
s_parts=95,s_parts=6,1143154.253,1143.154253,,,,,,,,,6,95,1143.154253,92.17%,,,
s_parts=95,s_parts=5,1144183.256,1144.183256,,,,,,,,,5,95,1144.183256,92.16%,,,
s_parts=95,s_parts=4,1151567.669,1151.567669,,,,,,,,,4,95,1151.567669,92.11%,,,
s_parts=98,s_parts=2,1171963.98,1171.96398,,,,,,,,,2,98,1171.96398,91.97%,,,
s_parts=95,s_parts=3,1197403.918,1197.403918,,,,,,,,,3,95,1197.403918,91.80%,,,
s_parts=94,s_parts=10,1248357.171,1248.357171,,,,,,,,,10,94,1248.357171,91.45%,,,
s_parts=94,s_parts=9,1248357.287,1248.357287,,,,,,,,,9,94,1248.357287,91.45%,,,
s_parts=94,s_parts=8,1248358.579,1248.358579,,,,,,,,,8,94,1248.358579,91.45%,,,
s_parts=94,s_parts=7,1248371.681,1248.371681,,,,,,,,,7,94,1248.371681,91.45%,,,
s_parts=94,s_parts=6,1248491.825,1248.491825,,,,,,,,,6,94,1248.491825,91.45%,,,
s_parts=94,s_parts=5,1249476.404,1249.476404,,,,,,,,,5,94,1249.476404,91.44%,,,
s_parts=97,s_parts=2,1255760.979,1255.760979,,,,,,,,,2,97,1255.760979,91.40%,,,
s_parts=94,s_parts=4,1256585.585,1256.585585,,,,,,,,,4,94,1256.585585,91.39%,,,
s_parts=94,s_parts=3,1300996.95,1300.99695,,,,,,,,,3,94,1300.99695,91.09%,,,
s_parts=96,s_parts=2,1344389.224,1344.389224,,,,,,,,,2,96,1344.389224,90.79%,,,
s_parts=93,s_parts=10,1358047.553,1358.047553,,,,,,,,,10,93,1358.047553,90.70%,,,
s_parts=93,s_parts=9,1358047.661,1358.047661,,,,,,,,,9,93,1358.047661,90.70%,,,
s_parts=93,s_parts=8,1358048.872,1358.048872,,,,,,,,,8,93,1358.048872,90.70%,,,
s_parts=93,s_parts=7,1358061.227,1358.061227,,,,,,,,,7,93,1358.061227,90.70%,,,
s_parts=93,s_parts=6,1358175.188,1358.175188,,,,,,,,,6,93,1358.175188,90.70%,,,
s_parts=93,s_parts=5,1359114.943,1359.114943,,,,,,,,,5,93,1359.114943,90.69%,,,
s_parts=93,s_parts=4,1365944.815,1365.944815,,,,,,,,,4,93,1365.944815,90.64%,,,
s_parts=93,s_parts=3,1408901.552,1408.901552,,,,,,,,,3,93,1408.901552,90.35%,,,
s_parts=95,s_parts=2,1437655.131,1437.655131,,,,,,,,,2,95,1437.655131,90.15%,,,
s_parts=92,s_parts=10,1471766.659,1471.766659,,,,,,,,,10,92,1471.766659,89.92%,,,
s_parts=92,s_parts=9,1471766.76,1471.76676,,,,,,,,,9,92,1471.76676,89.92%,,,
s_parts=92,s_parts=8,1471767.891,1471.767891,,,,,,,,,8,92,1471.767891,89.92%,,,
s_parts=92,s_parts=7,1471779.503,1471.779503,,,,,,,,,7,92,1471.779503,89.92%,,,
s_parts=92,s_parts=6,1471887.298,1471.887298,,,,,,,,,6,92,1471.887298,89.92%,,,
s_parts=92,s_parts=5,1472782.092,1472.782092,,,,,,,,,5,92,1472.782092,89.91%,,,
s_parts=92,s_parts=4,1479330.117,1479.330117,,,,,,,,,4,92,1479.330117,89.87%,,,
s_parts=92,s_parts=3,1520809.791,1520.809791,,,,,,,,,3,92,1520.809791,89.58%,,,
s_parts=94,s_parts=2,1535329.744,1535.329744,,,,,,,,,2,94,1535.329744,89.48%,,,
s_parts=91,s_parts=10,1589181.305,1589.181305,,,,,,,,,10,91,1589.181305,89.12%,,,
s_parts=91,s_parts=9,1589181.399,1589.181399,,,,,,,,,9,91,1589.181399,89.12%,,,
s_parts=91,s_parts=8,1589182.452,1589.182452,,,,,,,,,8,91,1589.182452,89.12%,,,
s_parts=91,s_parts=7,1589193.333,1589.193333,,,,,,,,,7,91,1589.193333,89.12%,,,
s_parts=91,s_parts=6,1589295.015,1589.295015,,,,,,,,,6,91,1589.295015,89.11%,,,
s_parts=91,s_parts=5,1590144.969,1590.144969,,,,,,,,,5,91,1590.144969,89.11%,,,
s_parts=91,s_parts=4,1596410.124,1596.410124,,,,,,,,,4,91,1596.410124,89.07%,,,
s_parts=91,s_parts=3,1636397.632,1636.397632,,,,,,,,,3,91,1636.397632,88.79%,,,
s_parts=93,s_parts=2,1637154.826,1637.154826,,,,,,,,,2,93,1637.154826,88.79%,,,
s_parts=190,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,190,1640.586887,88.76%,,,
s_parts=191,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,191,1640.586887,88.76%,,,
s_parts=192,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,192,1640.586887,88.76%,,,
s_parts=193,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,193,1640.586887,88.76%,,,
s_parts=194,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,194,1640.586887,88.76%,,,
s_parts=195,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,195,1640.586887,88.76%,,,
s_parts=196,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,196,1640.586887,88.76%,,,
s_parts=197,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,197,1640.586887,88.76%,,,
s_parts=198,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,198,1640.586887,88.76%,,,
s_parts=199,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,199,1640.586887,88.76%,,,
s_parts=200,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,200,1640.586887,88.76%,,,
s_parts=188,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,188,1640.586887,88.76%,,,
s_parts=189,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,189,1640.586887,88.76%,,,
s_parts=187,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,187,1640.586887,88.76%,,,
s_parts=186,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,186,1640.586887,88.76%,,,
s_parts=185,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,185,1640.586887,88.76%,,,
s_parts=184,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,184,1640.586887,88.76%,,,
s_parts=183,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,183,1640.586887,88.76%,,,
s_parts=182,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,182,1640.586887,88.76%,,,
s_parts=181,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,181,1640.586887,88.76%,,,
s_parts=180,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,180,1640.586887,88.76%,,,
s_parts=179,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,179,1640.586887,88.76%,,,
s_parts=178,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,178,1640.586887,88.76%,,,
s_parts=177,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,177,1640.586887,88.76%,,,
s_parts=176,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,176,1640.586887,88.76%,,,
s_parts=175,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,175,1640.586887,88.76%,,,
s_parts=174,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,174,1640.586887,88.76%,,,
s_parts=173,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,173,1640.586887,88.76%,,,
s_parts=172,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,172,1640.586887,88.76%,,,
s_parts=171,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,171,1640.586887,88.76%,,,
s_parts=170,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,170,1640.586887,88.76%,,,
s_parts=169,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,169,1640.586887,88.76%,,,
s_parts=168,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,168,1640.586887,88.76%,,,
s_parts=167,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,167,1640.586887,88.76%,,,
s_parts=166,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,166,1640.586887,88.76%,,,
s_parts=165,s_parts=1,1640586.887,1640.586887,,,,,,,,,1,165,1640.586887,88.76%,,,
s_parts=164,s_parts=1,1640586.888,1640.586888,,,,,,,,,1,164,1640.586888,88.76%,,,
s_parts=163,s_parts=1,1640586.888,1640.586888,,,,,,,,,1,163,1640.586888,88.76%,,,
s_parts=162,s_parts=1,1640586.889,1640.586889,,,,,,,,,1,162,1640.586889,88.76%,,,
s_parts=161,s_parts=1,1640586.891,1640.586891,,,,,,,,,1,161,1640.586891,88.76%,,,
s_parts=160,s_parts=1,1640586.894,1640.586894,,,,,,,,,1,160,1640.586894,88.76%,,,
s_parts=159,s_parts=1,1640586.898,1640.586898,,,,,,,,,1,159,1640.586898,88.76%,,,
s_parts=158,s_parts=1,1640586.905,1640.586905,,,,,,,,,1,158,1640.586905,88.76%,,,
s_parts=157,s_parts=1,1640586.916,1640.586916,,,,,,,,,1,157,1640.586916,88.76%,,,
s_parts=156,s_parts=1,1640586.934,1640.586934,,,,,,,,,1,156,1640.586934,88.76%,,,
s_parts=155,s_parts=1,1640586.961,1640.586961,,,,,,,,,1,155,1640.586961,88.76%,,,
s_parts=154,s_parts=1,1640587.005,1640.587005,,,,,,,,,1,154,1640.587005,88.76%,,,
s_parts=153,s_parts=1,1640587.072,1640.587072,,,,,,,,,1,153,1640.587072,88.76%,,,
s_parts=152,s_parts=1,1640587.175,1640.587175,,,,,,,,,1,152,1640.587175,88.76%,,,
s_parts=151,s_parts=1,1640587.334,1640.587334,,,,,,,,,1,151,1640.587334,88.76%,,,
s_parts=150,s_parts=1,1640587.575,1640.587575,,,,,,,,,1,150,1640.587575,88.76%,,,
s_parts=149,s_parts=1,1640587.941,1640.587941,,,,,,,,,1,149,1640.587941,88.76%,,,
s_parts=148,s_parts=1,1640588.49,1640.58849,,,,,,,,,1,148,1640.58849,88.76%,,,
s_parts=147,s_parts=1,1640589.311,1640.589311,,,,,,,,,1,147,1640.589311,88.76%,,,
s_parts=146,s_parts=1,1640590.529,1640.590529,,,,,,,,,1,146,1640.590529,88.76%,,,
s_parts=145,s_parts=1,1640592.325,1640.592325,,,,,,,,,1,145,1640.592325,88.76%,,,
s_parts=144,s_parts=1,1640594.955,1640.594955,,,,,,,,,1,144,1640.594955,88.76%,,,
s_parts=143,s_parts=1,1640598.781,1640.598781,,,,,,,,,1,143,1640.598781,88.76%,,,
s_parts=142,s_parts=1,1640604.312,1640.604312,,,,,,,,,1,142,1640.604312,88.76%,,,
s_parts=141,s_parts=1,1640612.252,1640.612252,,,,,,,,,1,141,1640.612252,88.76%,,,
s_parts=140,s_parts=1,1640623.575,1640.623575,,,,,,,,,1,140,1640.623575,88.76%,,,
s_parts=139,s_parts=1,1640639.612,1640.639612,,,,,,,,,1,139,1640.639612,88.76%,,,
s_parts=138,s_parts=1,1640662.175,1640.662175,,,,,,,,,1,138,1640.662175,88.76%,,,
s_parts=137,s_parts=1,1640693.703,1640.693703,,,,,,,,,1,137,1640.693703,88.76%,,,
s_parts=136,s_parts=1,1640737.456,1640.737456,,,,,,,,,1,136,1640.737456,88.76%,,,
s_parts=135,s_parts=1,1640797.762,1640.797762,,,,,,,,,1,135,1640.797762,88.76%,,,
s_parts=134,s_parts=1,1640880.31,1640.88031,,,,,,,,,1,134,1640.88031,88.76%,,,
s_parts=133,s_parts=1,1640992.525,1640.992525,,,,,,,,,1,133,1640.992525,88.76%,,,
s_parts=132,s_parts=1,1641144.015,1641.144015,,,,,,,,,1,132,1641.144015,88.76%,,,
s_parts=131,s_parts=1,1641347.106,1641.347106,,,,,,,,,1,131,1641.347106,88.76%,,,
s_parts=130,s_parts=1,1641617.477,1641.617477,,,,,,,,,1,130,1641.617477,88.76%,,,
s_parts=129,s_parts=1,1641974.902,1641.974902,,,,,,,,,1,129,1641.974902,88.75%,,,
s_parts=128,s_parts=1,1642444.097,1642.444097,,,,,,,,,1,128,1642.444097,88.75%,,,
s_parts=127,s_parts=1,1643055.686,1643.055686,,,,,,,,,1,127,1643.055686,88.75%,,,
s_parts=126,s_parts=1,1643847.267,1643.847267,,,,,,,,,1,126,1643.847267,88.74%,,,
s_parts=125,s_parts=1,1644864.574,1644.864574,,,,,,,,,1,125,1644.864574,88.73%,,,
s_parts=124,s_parts=1,1646162.724,1646.162724,,,,,,,,,1,124,1646.162724,88.72%,,,
s_parts=123,s_parts=1,1647807.507,1647.807507,,,,,,,,,1,123,1647.807507,88.71%,,,
s_parts=122,s_parts=1,1649876.688,1649.876688,,,,,,,,,1,122,1649.876688,88.70%,,,
s_parts=121,s_parts=1,1652461.277,1652.461277,,,,,,,,,1,121,1652.461277,88.68%,,,
s_parts=120,s_parts=1,1655666.706,1655.666706,,,,,,,,,1,120,1655.666706,88.66%,,,
